time,id,TT_SAEM,I1T_SAEM,I2T_SAEM,VIT_SAEM,VNIT_SAEM,ViniT_SAEM,TN_SAEM,I1N_SAEM,I2N_SAEM,VIN_SAEM,VNIN_SAEM,ViniN_SAEM,Marker_SAEM,TT_mean,I1T_mean,I2T_mean,VIT_mean,VNIT_mean,ViniT_mean,TN_mean,I1N_mean,I2N_mean,VIN_mean,VNIN_mean,ViniN_mean,Marker_mean,TT_mode,I1T_mode,I2T_mode,VIT_mode,VNIT_mode,ViniT_mode,TN_mode,I1N_mode,I2N_mode,VIN_mode,VNIN_mode,ViniN_mode,Marker_mode
14,105,8030.4,1.61127e-8,1.23931e-5,4.90222e-6,0.00491341,4.06404e-44,30647.1,8.75628e-7,1.73081e-5,7.60358e-5,0.0768346,2.25769e-45,714990,7752.89,1.37567e-8,1.01342e-5,3.88233e-6,0.00389219,1.05962e-44,30583.6,8.98192e-7,1.66217e-5,7.04567e-5,0.0712835,5.88586e-46,714990,7848.85,1.8451e-8,1.43219e-5,5.40287e-6,0.0054159,7.94724e-44,30605.8,1.07014e-6,2.08595e-5,8.76059e-5,0.0885874,4.4153e-45,714990
20,105,8030.4,6.23865e-12,4.99053e-9,1.93592e-9,1.94021e-6,-7.88386e-55,30647.1,8.18862e-10,1.66954e-8,7.22255e-8,7.29713e-5,-4.37976e-56,759029,7752.89,4.77833e-12,3.66615e-9,1.37638e-9,1.37977e-6,4.07052e-55,30583.6,8.00593e-10,1.52907e-8,6.38084e-8,6.45444e-5,2.26109e-56,759029,7848.85,7.47711e-12,6.03628e-9,2.23314e-9,2.23838e-6,-9.35438e-55,30605.8,1.06103e-9,2.13317e-8,8.82253e-8,8.91971e-5,-5.19747e-56,759029
0,106,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,531196,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,531196,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,531196
1,106,2633.77,480.024,3311.28,790.687,791594,20.2666,28689,203.91,1000.21,2736.09,2.79595e+6,1.12584,684406,2513.36,485.916,3300.54,759.216,760067,20.2674,28612.3,208.978,1014.04,2679.41,2.74004e+6,1.12588,684406,2737.16,474.798,3266.25,747.421,748297,20.2675,28762.8,194.888,969.516,2557.75,2.61236e+6,1.12589,684406
2,106,2629.16,25.116,1108.99,373.254,374181,4.31632e-8,28504.1,61.0325,440.418,1543.14,1.59554e+6,2.39759e-9,837615,2509.04,25.3311,1083.07,352.505,353370,4.32109e-8,28427.3,61.1085,437.586,1485.05,1.53737e+6,2.40022e-9,837615,2732.76,24.8021,1092.37,352.443,353333,4.32409e-8,28594.8,55.8299,420.181,1426.58,1.47409e+6,2.40192e-9,837615
3,106,2627.39,1.68503,353.156,124.548,124922,1.03541e-16,28414.1,26.8905,203.602,710.098,735901,5.75097e-18,990824,2507.4,1.66054,337.993,115.405,115749,5.22268e-17,28338.9,26.3755,198.554,670.594,695912,2.90072e-18,990824,2731.07,1.6498,347.649,117.497,117856,9.88287e-17,28514.1,24.0767,190.741,645.288,668354,5.48926e-18,990824
4,106,2626.81,0.227251,121.199,41.5387,41665.2,1.93378e-25,28372,12.6499,101.757,344.564,356839,1.07398e-26,1.14403e+6,2506.88,0.211903,113.885,37.7587,37872.9,2.94879e-26,28298.3,12.1797,97.5976,319.729,331559,1.63747e-27,1.14403e+6,2730.51,0.218979,119.354,39.1829,39304.1,1.31836e-25,28477,11.1234,93.7439,307.694,318482,7.32186e-27,1.14403e+6
6,106,2626.54,0.0189334,11.8781,4.44485,4459.17,-3.03389e-32,28341.3,2.94025,21.304,77.306,80166,-1.68491e-33,726137,2506.64,0.0165055,10.6982,3.88483,3897.28,3.39187e-33,28269.3,2.73306,19.6618,69.1818,71842.9,1.88352e-34,726137,2730.26,0.0180796,11.682,4.19143,4205.15,1.10377e-32,28450.5,2.49933,18.9356,66.7016,69131.6,6.1304e-34,726137
9,106,2626.52,0.000305027,0.10575,0.0548953,55.1451,-1.66248e-38,28334.8,0.160033,0.813194,3.53963,3695.96,-9.23303e-40,99292.5,2506.62,0.00024621,0.0859511,0.0439885,44.1904,2.94415e-39,28263.4,0.13875,0.691179,2.93645,3072.12,1.63492e-40,99292.5,2730.24,0.000288438,0.102053,0.0510735,51.3105,7.17673e-39,28445.1,0.127733,0.670677,2.85205,2976.8,3.98606e-40,99292.5
14,106,2626.52,4.24251e-8,1.23321e-5,6.63604e-6,0.00667179,2.28442e-51,28334.5,0.000373009,0.00189689,0.00808495,8.4495,1.26819e-52,213555,2506.62,2.82627e-8,8.12123e-6,4.3319e-6,0.0043558,2.15325e-51,28263.2,0.000279579,0.00139364,0.00579184,6.06535,1.19567e-52,213555,2730.24,3.83458e-8,1.13153e-5,5.87867e-6,0.0059111,7.10743e-51,28444.9,0.000259214,0.00135988,0.00566119,5.91448,3.94768e-52,213555
20,106,2626.52,1.39605e-12,5.00234e-10,2.42747e-10,2.43899e-7,2.02485e-63,28334.5,3.86315e-7,2.14732e-6,8.76484e-6,0.009142,1.12444e-64,350671,2506.62,7.31948e-13,2.62848e-10,1.25572e-10,1.26177e-7,-9.75818e-62,28263.2,2.44962e-7,1.33892e-6,5.32091e-6,0.0055603,-5.41857e-63,350671,2730.24,1.19675e-12,4.37438e-10,2.04455e-10,2.05446e-7,-1.72661e-62,28444.9,2.28809e-7,1.31648e-6,5.23988e-6,0.00546322,-9.58899e-64,350671
0,201,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,289282,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,289282,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,289282
1,201,9441.78,105.292,593.412,149.066,149058,20.269,30945.2,18.665,100.376,304.844,305482,1.12605,295528,9406.29,107.339,601.748,145.08,145074,20.2674,30938.7,19.0443,101.955,298.308,298953,1.12596,295528,9276.32,114.851,646.825,155.745,155749,20.2672,30914.4,20.5963,110.375,322.323,323097,1.12595,295528
2,201,9441.43,5.32963,143.886,56.8563,56893.8,4.46456e-8,30942.8,1.52408,25.5,119.344,119866,2.48027e-9,301774,9405.95,5.43042,144.833,55.0339,55072.1,4.4455e-8,30936.3,1.54041,25.695,116.101,116623,2.46968e-9,301774,9275.93,5.81681,156.597,59.3234,59370.7,4.44059e-8,30911.7,1.71708,28.0735,126.207,126827,2.46695e-9,301774
3,201,9441.33,0.288415,28.7769,13.2114,13225.9,-1.70468e-16,30942.1,0.240111,5.55513,29.406,29572.6,-9.4703e-18,308020,9405.85,0.292991,28.7231,12.6997,12714.2,-2.39956e-16,30935.6,0.239092,5.54579,28.3863,28551.9,-1.33307e-17,308020,9275.82,0.315618,31.2702,13.7655,13783,-2.12504e-15,30910.9,0.276696,6.13524,31.1564,31353.4,-1.18056e-16,308020
4,201,9441.31,0.0192264,5.54609,2.67771,2681.28,-8.88299e-22,30941.9,0.0493764,1.19255,6.51128,6551.92,-4.93493e-23,314266,9405.82,0.0193253,5.48664,2.55344,2556.98,-1.36131e-21,30935.5,0.0485948,1.17904,6.22935,6269.44,-7.56273e-23,314266,9275.79,0.0211937,6.01719,2.78589,2790.14,-1.04103e-20,30910.7,0.0574682,1.32262,6.92203,6970.12,-5.78345e-22,314266
